RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
190222030262017,School,Meadow Glens Elementary School,Naperville CUSD 203,LARGE,ELEMENTARY,475,53.3,2.1,6.1,32.2,6.3,12.2,5.7,6.5
190222030262018,School,Kingsley Elementary School,Naperville CUSD 203,LARGE,ELEMENTARY,450,69.8,1.6,7.1,15.3,6.2,18.9,9.8,12.9
190222040262002,School,Longwood Elem School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,408,30.6,22.8,22.3,18.6,5.6,16.2,24.8,42.9
190222040262005,School,Robert Clow Elem Sch,Indian Prairie CUSD 204,LARGE,ELEMENTARY,368,60.9,2.4,12.0,18.2,6.3,12.8,5.4,13.3
190222040262006,School,Brookdale Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,507,48.3,11.0,12.8,22.3,5.3,12.6,20.5,23.9
190222040262007,School,Georgetown Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,495,25.9,14.3,48.3,4.6,6.3,21.2,32.7,59.6
190222040262008,School,McCarty Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,527,44.8,13.1,23.9,15.0,3.0,17.8,17.8,33.4
190222040262009,School,Spring Brook Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,595,58.2,2.4,5.0,30.8,3.7,14.3,7.9,4.0
190222040262010,School,May Watts Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,629,33.2,5.2,2.5,54.1,4.8,11.9,26.1,5.9
190222040262012,School,Reba O Steck Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,633,45.5,7.1,8.8,34.1,4.1,14.5,12.3,9.3
190222040262013,School,Patterson Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,497,60.2,1.6,8.5,25.8,3.6,16.5,7.8,4.4
190222040262015,School,Gwendolyn Brooks Elementary,Indian Prairie CUSD 204,LARGE,ELEMENTARY,642,36.9,3.4,12.6,42.7,3.7,10.0,15.3,8.7
190222040262016,School,White Eagle Elementary,Indian Prairie CUSD 204,LARGE,ELEMENTARY,561,34.6,6.6,6.8,46.7,4.6,13.4,21.0,10.5
190222040262017,School,V Blanche Graham Elementary,Indian Prairie CUSD 204,LARGE,ELEMENTARY,328,52.4,6.7,4.6,31.7,4.6,18.6,10.1,6.7
190222040262018,School,Mary Lou Cowlishaw Elementary,Indian Prairie CUSD 204,LARGE,ELEMENTARY,697,23.4,13.2,12.9,44.5,5.5,11.5,27.7,27.0
190222040262019,School,Oliver Julian Kendall Elem School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,354,43.8,2.5,6.2,41.5,5.6,12.4,14.7,5.9
190222040262020,School,Peter M Gombert Elementary Sch,Indian Prairie CUSD 204,LARGE,ELEMENTARY,376,37.2,14.6,25.5,17.6,5.1,21.8,17.8,37.2
190222040262021,School,Nancy Young Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,657,23.3,9.7,13.1,50.4,2.6,13.1,26.3,16.6
190222040262022,School,Arlene Welch Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,624,31.4,9.1,8.0,47.6,3.2,13.0,17.5,19.2
190222040262023,School,Wayne Builta Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,343,28.3,7.9,11.4,49.0,3.2,20.1,18.1,14.3
190222040262024,School,Fry Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,617,38.1,2.6,5.3,48.1,5.0,11.3,16.4,4.9
190222040262025,School,Owen Elementary School,Indian Prairie CUSD 204,LARGE,ELEMENTARY,578,40.7,7.4,7.3,40.3,4.3,15.9,23.9,15.6
190222040262026,School,Danielle-Joy Peterson Elem Sch,Indian Prairie CUSD 204,LARGE,ELEMENTARY,684,31.9,3.9,3.4,55.7,5.1,9.4,9.9,4.7
190222050262002,School,Edison Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,295,81.7,0.3,8.1,2.4,7.5,22.0,4.4,5.1
190222050262003,School,Conrad Fischer Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,463,28.9,5.2,55.9,6.9,2.6,18.4,49.9,63.1
190222050262004,School,Emerson Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,442,66.3,1.8,17.6,9.7,4.5,22.2,14.9,12.0
190222050262005,School,Field Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,405,69.6,2.0,14.3,8.6,5.4,16.5,7.9,8.4
190222050262006,School,Hawthorne Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,495,77.4,2.8,8.1,5.5,6.3,21.0,7.9,5.3
190222050262007,School,Jackson Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,458,74.9,2.6,11.1,6.8,4.6,21.6,4.8,8.5
190222050262008,School,Jefferson Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,382,81.2,0.8,6.8,7.9,3.4,22.8,7.9,2.9
190222050262009,School,Lincoln Elem School,Elmhurst SD 205,LARGE,ELEMENTARY,540,85.7,0.4,6.7,2.6,4.6,19.1,2.8,2.2
200240010262001,School,Albion Grade School,Edwards County CUSD 1,MEDIUM,ELEMENTARY,439,95.9,0.5,0.7,0.2,2.7,24.4,,39.2
200240010262004,School,West Salem Grade School,Edwards County CUSD 1,MEDIUM,ELEMENTARY,149,98.0,,,,2.0,14.1,,49.7
200300070262001,School,Gallatin Elementary School,Gallatin CUSD 7,MEDIUM,ELEMENTARY,309,95.8,,1.0,0.3,2.9,27.2,0.6,69.9
200330100262002,School,Dahlgren Elem School,Hamilton Co CUSD 10,MEDIUM,ELEMENTARY,140,94.3,1.4,4.3,,,32.9,,46.4
200330100262004,School,East Side Elementary School,Hamilton Co CUSD 10,MEDIUM,ELEMENTARY,424,94.8,0.7,2.1,,2.4,23.6,,57.3
200350010262001,School,Hardin County Elem School,Hardin County CUSD 1,MEDIUM,ELEMENTARY,253,89.7,,,,10.3,24.5,,71.5
200760010262002,School,Pope County Elementary School,Pope Co CUD 1,MEDIUM,ELEMENTARY,349,96.3,0.6,,,2.0,19.2,,61.9
200830010262002,School,Galatia Elem School,Galatia CUSD 1,SMALL,ELEMENTARY,211,96.7,0.5,,,2.8,21.3,,53.1
200830020262002,School,Carrier Mills-Stonefort Elem Sch,Carrier Mills-Stonefort CUSD 2,SMALL,ELEMENTARY,323,78.9,13.0,0.6,,7.4,22.0,,46.7
200830030262009,School,East Side Intermediate School,Harrisburg CUSD 3,LARGE,ELEMENTARY,409,80.9,4.2,2.4,1.2,11.2,21.8,0.2,64.5
200830030262010,School,West Side Primary School,Harrisburg CUSD 3,LARGE,ELEMENTARY,496,86.9,3.6,1.4,0.6,7.5,23.4,,67.5
200830040262004,School,Eldorado Elem School,Eldorado CUSD 4,MEDIUM,ELEMENTARY,570,93.9,0.5,1.2,0.4,4.0,19.8,,59.1
200930170242001,School,Allendale Elementary School,Allendale CCSD 17,SMALL,ELEMENTARY,149,95.3,0.7,0.7,,3.4,20.8,,61.7
200933480262003,School,Mt Carmel Elementary School,Wabash CUSD 348,MEDIUM,ELEMENTARY,393,95.7,1.0,0.3,1.0,2.0,25.7,0.5,59.3
200933480262005,School,Mt Carmel Grade School,Wabash CUSD 348,MEDIUM,ELEMENTARY,378,95.2,1.1,0.3,1.3,1.9,19.8,0.5,54.8
200960060042001,School,New Hope Elem School,New Hope CCSD 6,SMALL,ELEMENTARY,172,97.7,0.6,,,1.2,11.6,,39.5
200960140042001,School,Geff Elem School,Geff CCSD 14,SMALL,ELEMENTARY,92,96.7,,2.2,,1.1,19.6,,46.7
200960170042001,School,Jasper Elem School,Jasper CCSD 17,SMALL,ELEMENTARY,169,97.6,0.6,1.2,,0.6,18.9,,37.3
200961000262005,School,Wayne City Attendance Center,Wayne City CUSD 100,MEDIUM,ELEMENTARY,382,99.2,0.5,0.3,,,18.3,,50.3
200961120042001,School,Center Street Elem School,Fairfield PSD 112,MEDIUM,ELEMENTARY,323,92.3,5.6,1.5,0.6,,22.3,,62.8
200961120042002,School,North Side Elem School,Fairfield PSD 112,MEDIUM,ELEMENTARY,346,94.2,3.2,0.3,1.2,0.9,26.3,,43.1
200962000262002,School,Mount Erie Elem School,North Wayne CUSD 200,SMALL,ELEMENTARY,63,98.4,,1.6,,,11.1,1.6,38.1
200962000262003,School,Johnsonville Elem School,North Wayne CUSD 200,SMALL,ELEMENTARY,87,97.7,,1.1,,1.1,31.0,,46.0
200970010262002,School,Wells Elementary School,Grayville CUSD 1,SMALL,ELEMENTARY,152,93.4,,,,6.6,22.4,,57.9
200970030262002,School,Norris City-Omaha Elem School,Norris City-Omaha-Enfield CUSD 3,MEDIUM,ELEMENTARY,378,96.3,,,,3.7,17.5,,39.2
200970030262003,School,Booth Elementary School,Norris City-Omaha-Enfield CUSD 3,MEDIUM,ELEMENTARY,148,98.6,,1.4,,,27.7,,66.2
200970050262005,School,Jefferson Attendance Center,Carmi-White County CUSD 5,MEDIUM,ELEMENTARY,226,94.7,,1.8,0.4,3.1,27.9,0.9,65.9
200970050262006,School,Lincoln Attendance Center,Carmi-White County CUSD 5,MEDIUM,ELEMENTARY,193,96.9,,0.5,1.6,1.0,31.6,1.6,52.3
200970050262007,School,Washington Attendance Center,Carmi-White County CUSD 5,MEDIUM,ELEMENTARY,345,97.4,,0.6,0.9,0.9,20.0,0.6,56.2
210280470042001,School,Benton Grade Sch K-4,Benton CCSD 47,MEDIUM,ELEMENTARY,658,94.1,0.2,1.4,0.3,4.1,23.1,0.8,57.0
210280910042001,School,Akin Comm Cons Elem School,Akin CCSD 91,SMALL,ELEMENTARY,94,95.7,,,,3.2,21.3,,46.8
210280990262001,School,Christopher Elem School,Christopher USD 99,MEDIUM,ELEMENTARY,552,96.7,,,,3.1,20.7,,66.8
210281150042001,School,Ewing-Northern Elem School,Ewing Northern CCSD 115,SMALL,ELEMENTARY,207,96.6,,1.4,,1.0,17.4,,50.2
210281680262003,School,Denning Elementary School,Frankfort CUSD 168,LARGE,ELEMENTARY,488,92.8,0.6,3.9,0.4,2.0,28.3,,53.5
210281680262004,School,Frankfort Intermediate School,Frankfort CUSD 168,LARGE,ELEMENTARY,496,94.4,1.0,2.0,0.6,2.0,22.0,0.2,52.0
210281740262001,School,Thompsonville Grade  School,Thompsonville CUSD 174,SMALL,ELEMENTARY,245,98.4,,0.4,,0.8,18.4,,49.0
210281880262003,School,Zeigler-Royalton Elem School,Zeigler-Royalton CUSD 188,MEDIUM,ELEMENTARY,292,92.1,2.1,2.7,0.3,2.7,21.2,,67.1
210281960262001,School,Sesser-Valier Elem School,Sesser-Valier CUSD 196,MEDIUM,ELEMENTARY,310,91.9,0.6,2.6,0.3,4.5,18.4,0.3,52.9
210440010262001,School,Goreville Elementary School,Goreville CUD 1,MEDIUM,ELEMENTARY,393,95.7,,1.0,0.5,2.8,14.2,,49.1
210440320032003,School,New Simpson Hill Dist 32,New Simpson Hill SD 32,SMALL,ELEMENTARY,254,95.7,,0.4,,3.9,16.5,,50.4
210440430032001,School,Buncombe Cons School,Buncombe Cons SD 43,SMALL,ELEMENTARY,60,93.3,,,,6.7,18.3,,63.3
210440550022001,School,Vienna Elem School Dist 55,Vienna SD 55,MEDIUM,ELEMENTARY,400,93.0,0.3,1.5,,5.0,13.8,1.8,59.3
210440640022001,School,Cypress Elem School,Cypress SD 64,SMALL,ELEMENTARY,121,94.2,,,,5.8,21.5,,62.8
210610010262001,School,Jefferson Elem School,Massac UD 1,LARGE,ELEMENTARY,112,89.3,,4.5,,6.3,15.2,,33.9
210610010262002,School,Franklin Elem School,Massac UD 1,LARGE,ELEMENTARY,181,90.1,4.4,0.6,0.6,4.4,16.0,,39.8
210610010262003,School,Metropolis Elem School,Massac UD 1,LARGE,ELEMENTARY,529,72.0,7.2,5.9,0.2,14.6,22.3,,97.9
210610010262006,School,Unity Elem School,Massac UD 1,LARGE,ELEMENTARY,150,94.0,,0.7,,4.7,17.3,,49.3
210610010262010,School,Brookport Elementary School,Massac UD 1,LARGE,ELEMENTARY,209,78.9,6.2,,,13.9,24.9,,90.4
210610380262001,School,Maple Grove Elem School,Joppa-Maple Grove UD 38,SMALL,ELEMENTARY,143,91.6,1.4,1.4,,5.6,11.9,,90.9
211000010262002,School,Washington Middle School,Johnston City CUSD 1,MEDIUM,ELEMENTARY,318,91.2,0.6,2.2,0.3,5.7,20.1,,59.7
211000010262003,School,Jefferson Elem School,Johnston City CUSD 1,MEDIUM,ELEMENTARY,296,90.5,0.3,4.1,,5.1,20.6,,71.3
211000010262004,School,Lincoln Elem School,Johnston City CUSD 1,MEDIUM,ELEMENTARY,158,88.6,,5.1,0.6,5.7,26.6,,69.6
211000020262003,School,Adams School,Marion CUSD 2,LARGE,ELEMENTARY,274,92.3,0.4,1.1,0.4,5.8,19.3,,48.2
211000020262004,School,Jefferson Elem School,Marion CUSD 2,LARGE,ELEMENTARY,436,79.6,10.3,0.9,0.2,8.7,27.8,,42.9
211000020262005,School,Lincoln Elem School,Marion CUSD 2,LARGE,ELEMENTARY,538,71.4,9.9,3.2,2.6,12.6,22.9,2.8,56.3
211000020262007,School,Longfellow Elem School,Marion CUSD 2,LARGE,ELEMENTARY,261,73.6,11.5,1.5,0.4,13.0,17.6,,64.8
211000020262010,School,Washington Elem School,Marion CUSD 2,LARGE,ELEMENTARY,534,78.7,7.5,0.9,1.3,11.2,24.0,0.2,48.1
211000030262001,School,Crab Orchard Elementary School,Crab Orchard CUSD 3,MEDIUM,ELEMENTARY,363,96.7,,0.6,0.3,2.2,16.5,,28.1
211000040262008,School,North Side Primary Center,Herrin CUSD 4,LARGE,ELEMENTARY,523,84.1,5.2,1.5,0.6,8.2,22.4,0.6,62.1
211000040262010,School,Herrin C U S D 4 Elem School,Herrin CUSD 4,LARGE,ELEMENTARY,692,85.4,4.9,2.0,0.3,7.4,23.3,0.4,66.0
211000050262001,School,Tri-C Elementary School,Carterville CUSD 5,LARGE,ELEMENTARY,676,84.2,3.0,6.7,0.7,5.2,15.7,0.6,43.2
211000050262006,School,Carterville Intermediate Sch,Carterville CUSD 5,LARGE,ELEMENTARY,516,81.8,2.7,5.2,3.1,7.0,15.7,0.8,38.4
240320010262003,School,Coal City Elem School,Coal City CUSD 1,LARGE,ELEMENTARY,341,85.0,1.5,9.1,0.6,3.2,20.8,2.1,33.4
240320010262004,School,Coal City Intermediate School,Coal City CUSD 1,LARGE,ELEMENTARY,326,91.1,0.9,6.1,,1.2,9.5,0.6,27.3
240320010262005,School,Coal City Early Childhood Center,Coal City CUSD 1,LARGE,ELEMENTARY,404,85.1,0.7,11.1,0.5,1.5,30.7,0.2,32.7
24032002C022001,School,Mazon-Verona-Kinsman Elem School,Mazon-Verona-Kinsman ESD 2C,MEDIUM,ELEMENTARY,169,94.7,,5.3,,,23.7,1.2,34.9
24032024C042001,School,Nettle Creek Elem School,Nettle Creek CCSD 24C,SMALL,ELEMENTARY,91,81.3,2.2,13.2,1.1,2.2,13.2,4.4,8.8
240320540022004,School,White Oak Elementary,Morris SD 54,MEDIUM,ELEMENTARY,805,74.2,1.5,20.4,0.7,3.0,22.1,9.8,41.2
24032060C042001,School,Saratoga Elem School,Saratoga CCSD 60C,MEDIUM,ELEMENTARY,794,74.2,3.5,13.4,1.3,6.9,20.7,5.5,27.8
24032072C042001,School,Gardner Elem School,Gardner CCSD 72C,SMALL,ELEMENTARY,176,92.0,,6.3,,1.7,23.9,0.6,33.0
240320740032001,School,South Wilmington Grade School,South Wilmington CCSD 74,SMALL,ELEMENTARY,75,98.7,,1.3,,,14.7,,14.7
240320750022001,School,Braceville Elem School,Braceville SD 75,SMALL,ELEMENTARY,96,90.6,,8.3,,1.0,20.8,,54.2
240322010042001,School,Minooka Elem School,Minooka CCSD 201,LARGE,ELEMENTARY,568,73.4,1.4,20.1,0.7,4.4,17.8,4.4,28.7
240322010042002,School,Minooka Intermediate School,Minooka CCSD 201,LARGE,ELEMENTARY,1076,65.4,5.1,23.3,1.5,4.6,14.0,2.3,23.8
240322010042003,School,Walnut Trails Elem School,Minooka CCSD 201,LARGE,ELEMENTARY,568,76.8,4.2,13.7,1.2,4.0,14.8,3.0,10.7
240322010042004,School,Aux Sable,Minooka CCSD 201,LARGE,ELEMENTARY,689,78.2,1.5,16.0,1.7,2.6,12.6,2.8,19.0
240322010042005,School,Jones Elementary School,Minooka CCSD 201,LARGE,ELEMENTARY,610,60.7,8.4,23.8,1.6,5.4,14.9,4.6,21.3
240470660042001,School,Newark Elem School,Newark CCSD 66,SMALL,ELEMENTARY,144,86.1,,6.3,,7.6,15.3,,27.1
240470880262002,School,P H Miller Elem School,Plano CUSD 88,LARGE,ELEMENTARY,478,41.8,5.2,47.9,0.6,4.2,18.2,23.8,60.0
240470880262003,School,Centennial Elem School,Plano CUSD 88,LARGE,ELEMENTARY,305,38.4,7.2,49.5,0.7,3.6,16.7,21.6,58.7
240470880262004,School,Emily G Johns School,Plano CUSD 88,LARGE,ELEMENTARY,530,39.1,10.6,44.9,0.8,4.3,14.5,17.5,56.0
240470900042001,School,Lisbon Grade School,Lisbon CCSD 90,SMALL,ELEMENTARY,108,95.4,0.9,,,3.7,10.2,,10.2
240471150262002,School,Circle Center Grade School,Yorkville CUSD 115,LARGE,ELEMENTARY,491,74.3,3.9,12.4,1.4,7.7,20.6,3.9,15.1
240471150262003,School,Yorkville Grade School,Yorkville CUSD 115,LARGE,ELEMENTARY,190,74.2,4.7,14.2,0.5,6.3,12.6,3.7,18.4
240471150262004,School,Bristol Grade School,Yorkville CUSD 115,LARGE,ELEMENTARY,256,62.1,10.5,19.9,2.3,5.1,28.1,6.6,16.0
240471150262005,School,Yorkville Intermediate School,Yorkville CUSD 115,LARGE,ELEMENTARY,641,68.6,3.4,19.2,1.9,6.6,20.7,7.0,22.3
240471150262007,School,Grande Reserve Elem Sch,Yorkville CUSD 115,LARGE,ELEMENTARY,543,78.8,5.9,9.6,1.5,4.1,16.6,1.8,13.3
240471150262008,School,Bristol Bay Elem Sch,Yorkville CUSD 115,LARGE,ELEMENTARY,576,58.9,8.0,22.2,2.1,8.9,17.0,7.3,15.8
240471150262009,School,Autumn Creek Elem Sch,Yorkville CUSD 115,LARGE,ELEMENTARY,673,60.9,8.6,21.5,1.5,7.1,19.3,13.8,22.3
240473080262004,School,Boulder Hill Elem School,CUSD 308,LARGE,ELEMENTARY,607,30.8,9.1,54.9,1.2,3.6,12.7,31.0,47.1
240473080262005,School,Long Beach Elem School,CUSD 308,LARGE,ELEMENTARY,470,44.7,9.6,37.9,2.1,5.7,15.7,8.1,53.0
240473080262006,School,Old Post Elementary School,CUSD 308,LARGE,ELEMENTARY,462,55.8,7.1,20.1,11.7,4.5,13.4,22.1,25.3
240473080262007,School,The Wheatlands Elementary School,CUSD 308,LARGE,ELEMENTARY,602,53.5,10.1,15.0,14.3,6.8,12.3,9.5,18.6
240473080262008,School,Fox Chase Elementary School,CUSD 308,LARGE,ELEMENTARY,576,55.0,10.8,26.4,1.9,5.9,19.6,6.9,31.3
240473080262009,School,Homestead Elementary School,CUSD 308,LARGE,ELEMENTARY,614,44.1,11.2,19.7,16.6,8.1,13.0,10.3,18.9
240473080262010,School,Lakewood Creek Elementary,CUSD 308,LARGE,ELEMENTARY,746,54.2,10.3,27.9,3.5,4.2,8.6,7.4,26.3
240473080262011,School,Prairie Point Elem School,CUSD 308,LARGE,ELEMENTARY,472,75.2,3.0,14.4,1.9,5.3,14.6,3.0,11.9
240473080262012,School,Churchill Elem School,CUSD 308,LARGE,ELEMENTARY,553,67.5,6.5,13.6,7.4,4.7,10.3,4.7,14.5
240473080262013,School,Wolfs Crossing Elem School,CUSD 308,LARGE,ELEMENTARY,524,56.9,10.3,14.7,13.2,4.4,14.3,8.6,16.4
240473080262014,School,Grande Park Elem Sch,CUSD 308,LARGE,ELEMENTARY,570,68.1,8.6,8.8,10.7,3.9,8.6,7.2,8.2
240473080262015,School,Southbury Elem School,CUSD 308,LARGE,ELEMENTARY,595,65.9,7.1,12.9,8.2,5.4,10.8,6.6,15.1
240473080262016,School,Hunt Club Elem,CUSD 308,LARGE,ELEMENTARY,707,46.5,6.6,39.6,1.4,5.8,13.7,23.8,24.5
260290010262001,School,Astoria Elem School,Astoria CUSD 1,SMALL,ELEMENTARY,154,98.1,,,,1.9,17.5,,56.5
260290020262006,School,V I T Elementary School,V I T CUSD 2,SMALL,ELEMENTARY,183,94.5,,2.2,,3.3,17.5,,45.9
260290030262003,School,Cuba Elem School,CUSD 3 Fulton County,SMALL,ELEMENTARY,178,96.6,1.1,0.6,0.6,0.6,18.5,,48.3
260290040262005,School,Spoon River Valley Elem School,Spoon River Valley CUSD 4,SMALL,ELEMENTARY,176,95.5,1.7,1.1,,1.7,15.9,,49.4
260290660252003,School,Westview Elementary School,Canton Union SD 66,LARGE,ELEMENTARY,429,93.5,1.6,1.2,,3.5,23.5,0.2,62.9
260290660252008,School,Lincoln Elementary School,Canton Union SD 66,LARGE,ELEMENTARY,214,93.0,1.4,1.4,0.9,3.3,27.1,0.9,52.3
260290660252009,School,Eastview Elementary School,Canton Union SD 66,LARGE,ELEMENTARY,307,93.8,1.0,1.3,0.3,3.3,17.9,1.3,59.0
260290970262002,School,Central Elem School,Lewistown CUSD 97,MEDIUM,ELEMENTARY,367,97.0,,0.5,,2.5,20.4,0.3,58.3
260343160262003,School,Warsaw Elem School,Warsaw CUSD 316,SMALL,ELEMENTARY,209,94.7,,0.5,,4.8,16.7,,39.2
260343170042005,School,Carthage Primary School,Carthage ESD 317,MEDIUM,ELEMENTARY,244,97.1,,1.6,0.8,0.4,13.5,,47.5
260343250262002,School,Nauvoo Elem School,Nauvoo-Colusa CUSD 325,SMALL,ELEMENTARY,241,94.2,,2.9,,2.9,14.1,,53.5
260343270042002,School,Dallas City Elem School,Dallas ESD 327,SMALL,ELEMENTARY,189,91.5,,0.5,1.1,6.9,15.9,,72.5
260343280242004,School,Hamilton Elementary School,Hamilton CCSD 328,MEDIUM,ELEMENTARY,345,95.7,1.2,,1.2,2.0,13.3,0.3,47.5
260343370262006,School,Southeastern Elementary School,Southeastern CUSD 337,SMALL,ELEMENTARY,256,94.5,1.2,2.0,,2.3,19.9,0.4,66.8
260343470042005,School,La Harpe Elementary School,La Harpe CSD 347,SMALL,ELEMENTARY,140,95.0,1.4,1.4,,2.1,20.7,,67.1
260621030262001,School,West Prairie North Elementary,West Prairie CUSD 103,MEDIUM,ELEMENTARY,113,92.9,,,2.7,4.4,17.7,,44.2
260621030262002,School,West Prairie South Elementary,West Prairie CUSD 103,MEDIUM,ELEMENTARY,178,94.4,1.1,1.7,1.1,1.7,29.8,0.6,56.2
260621700262003,School,Bushnell-Prairie City Elem Sch,Bushnell Prairie City CUSD 170,MEDIUM,ELEMENTARY,301,94.0,1.3,1.7,0.3,2.7,23.6,0.3,64.1
260621850262004,School,Lincoln Elem School,Macomb CUSD 185,LARGE,ELEMENTARY,567,71.3,9.3,3.9,3.7,11.3,17.6,4.4,57.7
260621850262008,School,Edison Elementary School,Macomb CUSD 185,LARGE,ELEMENTARY,439,74.5,10.9,3.6,3.2,7.5,18.7,4.1,55.6
260850050262001,School,Washington Elem School,Schuyler-Industry CUSD 5,MEDIUM,ELEMENTARY,202,88.1,4.5,1.0,,6.4,14.9,5.9,7.4
260850050262002,School,Webster Elem School,Schuyler-Industry CUSD 5,MEDIUM,ELEMENTARY,196,89.8,4.1,0.5,,5.6,25.5,5.1,47.4
260850050262004,School,Schuyler Industry Middle School,Schuyler-Industry CUSD 5,MEDIUM,ELEMENTARY,297,91.9,3.7,0.7,0.3,3.0,17.2,2.7,44.8
280060170042001,School,Ohio Com Cons Grade School,Ohio CCSD 17,SMALL,ELEMENTARY,76,88.2,2.6,7.9,,1.3,27.6,,44.7
280060840042001,School,Malden Grade School,Malden CCSD 84,SMALL,ELEMENTARY,101,91.1,3.0,5.0,,1.0,26.7,,46.5
280060940042001,School,Ladd Comm Cons Sch,Ladd CCSD 94,SMALL,ELEMENTARY,196,80.6,,14.3,,4.6,18.4,0.5,51.0
280060980022001,School,Dalzell Grade School,Dalzell SD 98,SMALL,ELEMENTARY,56,76.8,,8.9,1.8,12.5,14.3,,12.5
280060990042002,School,John F Kennedy Elem School,Spring Valley CCSD 99,MEDIUM,ELEMENTARY,633,58.8,0.9,35.4,0.2,4.7,19.9,12.2,63.7
280061030222001,School,DePue Elem School,DePue USD 103,SMALL,ELEMENTARY,273,15.8,2.2,77.3,1.5,1.8,13.9,46.2,72.9
280061150022004,School,Lincoln Elem School,Princeton ESD 115,MEDIUM,ELEMENTARY,219,90.0,0.9,5.5,0.5,3.2,17.8,,44.3
280061150022005,School,Jefferson Elem School,Princeton ESD 115,MEDIUM,ELEMENTARY,209,90.4,2.4,5.7,,1.4,29.7,0.5,50.2
280061150022007,School,Douglas Elementary School,Princeton ESD 115,MEDIUM,ELEMENTARY,266,84.6,0.4,11.3,1.5,1.5,12.0,,47.4
280063030262003,School,Van Orin Elem School,La Moille CUSD 303,SMALL,ELEMENTARY,50,94.0,2.0,2.0,,2.0,40.0,,40.0
280063030262004,School,Allen Junior High School,La Moille CUSD 303,SMALL,ELEMENTARY,89,88.8,1.1,5.6,,4.5,28.1,,47.2
280063400262001,School,Bureau Valley North,Bureau Valley CUSD 340,MEDIUM,ELEMENTARY,376,92.8,,3.7,0.3,3.2,23.9,0.5,42.0
280063400262005,School,Bureau Valley Elemntry-Wyanet,Bureau Valley CUSD 340,MEDIUM,ELEMENTARY,128,85.2,,7.8,,6.3,25.0,,65.6
280371900022001,School,Colona Grade School,Colona SD 190,MEDIUM,ELEMENTARY,450,84.9,0.9,9.6,0.2,4.4,18.0,0.4,64.9
280372230262002,School,C R Hanna Elem School,Orion CUSD 223,MEDIUM,ELEMENTARY,461,94.6,0.4,1.5,0.7,2.8,16.3,,20.2
280372240262004,School,Galva Elem School,Galva CUSD 224,MEDIUM,ELEMENTARY,280,92.1,2.1,3.6,0.4,1.8,17.9,,55.0
280372250262003,School,AlWood Elem School,AlWood CUSD 225,SMALL,ELEMENTARY,223,93.3,,0.4,0.4,5.8,22.0,,48.0
280372260262002,School,Annawan Grade School,Annawan CUSD 226,SMALL,ELEMENTARY,257,89.5,,0.8,0.8,8.6,11.3,0.4,31.5
280372270262001,School,Cambridge Comm Grade School,Cambridge CUSD 227,SMALL,ELEMENTARY,246,92.7,2.8,2.4,0.4,1.6,16.3,,38.6
280372280262003,School,Millikin Elem School,Geneseo CUSD 228,LARGE,ELEMENTARY,408,94.1,0.5,3.7,,1.7,10.5,,22.8
280372280262004,School,Northside Elem School,Geneseo CUSD 228,LARGE,ELEMENTARY,345,92.8,1.4,1.7,,3.8,22.9,,32.8
280372280262005,School,Southwest Elem School,Geneseo CUSD 228,LARGE,ELEMENTARY,368,89.9,0.5,4.9,1.1,3.3,16.3,1.1,28.0
280372290262002,School,Central Elem,Kewanee CUSD 229,LARGE,ELEMENTARY,392,63.8,10.5,20.2,0.5,5.1,15.3,9.2,79.6
280372290262004,School,Belle Alexander Elem School,Kewanee CUSD 229,LARGE,ELEMENTARY,253,60.9,10.3,22.9,,5.5,22.5,10.7,82.6
280372290262005,School,Irving Elem School,Kewanee CUSD 229,LARGE,ELEMENTARY,239,63.2,11.7,18.8,,6.3,18.4,9.6,81.6
280372290262007,School,Neponset Grade School,Kewanee CUSD 229,LARGE,ELEMENTARY,115,81.7,0.9,14.8,,2.6,12.2,6.1,69.6
